"Crash.Date","Crash.Day.Of.Week","Crash.Time","Driver.DOB","Driver.Sex","County.Name","Municipality.Name","Total.Killed","Total.Injured","Total.Vehicles.Involve","Alcohol.Involved","Alcohol.Test.Given","Alcohol.Test.Results","Cell.Phone.In.Use.Flag","Crash.Location","Cross.Street.Name","Latitude","Longitude","Year","Driver.Age","Crash.Hour","Crash.Weekday","Crash.Weekend"
"11/22/2006","W","15:07","11/17/1978","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 533",40.29804,-74.67833,2006,28,15,FALSE,FALSE
"11/22/2006","W","16:28","08/10/1952","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","NASSAU PARK BOULEVARD",40.30193,-74.6829,2006,54,16,FALSE,FALSE
"11/22/2006","W","16:28","08/30/1962","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","NASSAU PARK BOULEVARD",40.30193,-74.6829,2006,44,16,FALSE,FALSE
"11/23/2006","TH","12:11","01/02/1944","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","VARSITY AVENUE",40.3308,-74.63872,2006,62,12,TRUE,FALSE
"11/23/2006","TH","12:11","06/12/1982","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","VARSITY AVENUE",40.3308,-74.63872,2006,24,12,TRUE,FALSE
"11/23/2006","TH","16:39","01/01/1972","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","MERCER COUNTY 638","MEADOW ROAD",40.29659,-74.65036,2006,34,16,TRUE,FALSE
"11/24/2006","F","09:54","09/18/1945","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 571","SHERBROOKE DRIVE",40.3135,-74.61969,2006,61,9,FALSE,FALSE
"11/24/2006","F","09:54","06/11/1963","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 571","SHERBROOKE DRIVE",40.3135,-74.61969,2006,43,9,FALSE,FALSE
"11/24/2006","F","10:08","09/20/1953","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","WINDSOR DRIVE",40.30607,-74.61439,2006,53,10,FALSE,FALSE
"11/24/2006","F","10:08","03/31/1964","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","WINDSOR DRIVE",40.30607,-74.61439,2006,42,10,FALSE,FALSE
"11/26/2006","S","14:50","10/09/1961","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33176,-74.63757,2006,45,14,FALSE,FALSE
"11/26/2006","S","14:50","08/19/1931","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33176,-74.63757,2006,75,14,FALSE,FALSE
"11/27/2006","M","08:27","11/20/1962","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ALEXANDER RD","CANAL POINT BOULEVARD",40.3288,-74.64661,2006,44,8,FALSE,FALSE
"11/27/2006","M","08:27","03/20/1954","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ALEXANDER RD","CANAL POINT BOULEVARD",40.3288,-74.64661,2006,52,8,FALSE,FALSE
"11/27/2006","M","09:04","09/28/1962","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","WALLACE ROAD",40.31739,-74.62007,2006,44,9,FALSE,FALSE
"11/27/2006","M","09:04","04/30/1960","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","WALLACE ROAD",40.31739,-74.62007,2006,46,9,FALSE,FALSE
"11/27/2006","M","12:44","11/23/1976","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33176,-74.63757,2006,30,12,FALSE,FALSE
"11/27/2006","M","12:44","04/08/1954","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33176,-74.63757,2006,52,12,FALSE,FALSE
"11/27/2006","M","17:51","06/26/1955","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 533",40.29846,-74.67781,2006,51,17,FALSE,FALSE
"11/27/2006","M","17:51","05/02/1964","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 533",40.29846,-74.67781,2006,42,17,FALSE,FALSE
"11/28/2006","TU","08:04","05/09/1964","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CARNEGIE CENTER BOULEVARD",40.31932,-74.65262,2006,42,8,TRUE,FALSE
"11/28/2006","TU","08:04","12/04/1984","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CARNEGIE CENTER BOULEVARD",40.31932,-74.65262,2006,21,8,TRUE,FALSE
"11/28/2006","TU","17:03","05/23/1943","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","NASSAU PARK BOULEVARD",40.29804,-74.67833,2006,63,17,TRUE,FALSE
"11/28/2006","TU","17:03","10/18/1957","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","NASSAU PARK BOULEVARD",40.29804,-74.67833,2006,49,17,TRUE,FALSE
"11/28/2006","TU","17:03","03/17/1978","F","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","NASSAU PARK BOULEVARD",40.29804,-74.67833,2006,28,17,TRUE,FALSE
"11/29/2006","W","13:03","03/29/1980","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 629",40.33837,-74.62961,2006,26,13,FALSE,FALSE
"11/29/2006","W","13:03","06/30/1958","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 629",40.33837,-74.62961,2006,48,13,FALSE,FALSE
"11/29/2006","W","18:33","          ","M","MERCER","WEST WINDSOR TWP",0,1,4,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30879,-74.66535,2006,NA,18,FALSE,FALSE
"11/29/2006","W","18:33","12/06/1967","M","MERCER","WEST WINDSOR TWP",0,1,4,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30879,-74.66535,2006,39,18,FALSE,FALSE
"11/29/2006","W","18:33","10/15/1986","F","MERCER","WEST WINDSOR TWP",0,1,4,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30879,-74.66535,2006,20,18,FALSE,FALSE
"11/29/2006","W","18:33","08/06/1968","F","MERCER","WEST WINDSOR TWP",0,1,4,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30879,-74.66535,2006,38,18,FALSE,FALSE
"11/30/2006","TH","21:30","03/19/1982","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 571","CR 607",40.3084,-74.61775,2006,24,21,TRUE,FALSE
"11/30/2006","TH","21:33","11/24/1940","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 533","NASSAU PARK BOULEVARD",40.29879,-74.67963,2006,66,21,TRUE,FALSE
"12/01/2006","F","05:30","09/07/1974","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","CARNEGIE CENTER BOULEVARD",40.31921,-74.65275,2006,32,5,FALSE,FALSE
"12/01/2006","F","08:09","05/01/1956","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 615","CR 638",40.31506,-74.60788,2006,50,8,FALSE,FALSE
"12/01/2006","F","08:09","03/02/1964","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 615","CR 638",40.31506,-74.60788,2006,42,8,FALSE,FALSE
"12/01/2006","F","10:53","03/08/1969","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","CR 638",40.29039,-74.6767,2006,37,10,FALSE,FALSE
"12/01/2006","F","10:53","01/13/1988","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","CR 638",40.29039,-74.6767,2006,18,10,FALSE,FALSE
"12/01/2006","F","16:52","06/18/1967","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","MERCER COUNTY 638","JAMIE BROOKS LANE",40.29669,-74.64602,2006,39,16,FALSE,FALSE
"12/01/2006","F","17:15","10/19/1963","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","BEARBROOK ROAD",40.31315,-74.62638,2006,43,17,FALSE,FALSE
"12/01/2006","F","17:15","08/10/1976","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","BEARBROOK ROAD",40.31315,-74.62638,2006,30,17,FALSE,FALSE
"12/01/2006","F","17:15","02/15/1989","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","BEARBROOK ROAD",40.31315,-74.62638,2006,17,17,FALSE,FALSE
"12/01/2006","F","19:47","03/07/1934","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","MEADOW ROAD",40.29632,-74.64973,2006,72,19,FALSE,FALSE
"12/01/2006","F","19:47","03/09/1983","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","MEADOW ROAD",40.29632,-74.64973,2006,23,19,FALSE,FALSE
"12/01/2006","F","21:42","11/29/1974","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33176,-74.63757,2006,32,21,FALSE,FALSE
"12/01/2006","F","21:42","05/07/1953","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33176,-74.63757,2006,53,21,FALSE,FALSE
"12/02/2006","SA","17:40","11/30/1975","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","CR 638",40.3084,-74.61775,2006,31,17,FALSE,TRUE
"12/02/2006","SA","17:40","02/09/1970","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","CR 638",40.3084,-74.61775,2006,36,17,FALSE,TRUE
"01/29/2006","S","15:09","01/10/1934","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","",40.29804,-74.67833,2006,72,15,FALSE,FALSE
"01/29/2006","S","15:09","07/26/1970","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","",40.29804,-74.67833,2006,35,15,FALSE,FALSE
"12/03/2006","S","12:27","07/03/1954","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","ALEXANDER ROAD",40.32442,-74.64644,2006,52,12,FALSE,FALSE
"12/03/2006","S","12:27","05/23/1957","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","ALEXANDER ROAD",40.32442,-74.64644,2006,49,12,FALSE,FALSE
"12/03/2006","S","12:49","02/09/1956","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DRIVE",40.309,-74.66509,2006,50,12,FALSE,FALSE
"12/03/2006","S","12:49","03/03/1969","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DRIVE",40.309,-74.66509,2006,37,12,FALSE,FALSE
"12/04/2006","M","17:11","06/20/1978","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW ROAD",40.31453,-74.65839,2006,28,17,FALSE,FALSE
"12/04/2006","M","17:11","04/01/1983","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW ROAD",40.31453,-74.65839,2006,23,17,FALSE,FALSE
"12/04/2006","M","18:27","10/22/1979","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","QUAKERBRIDGE MALL RD(NORTH ENTRANCE",40.29397,-74.67821,2006,27,18,FALSE,FALSE
"12/04/2006","M","18:27","05/08/1952","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","QUAKERBRIDGE MALL RD(NORTH ENTRANCE",40.29397,-74.67821,2006,54,18,FALSE,FALSE
"12/06/2006","W","16:11","08/12/1971","M","MERCER","WEST WINDSOR TWP",0,0,2,"N"," ",NA,"N","US 1","ALEXANDER ROAD",40.32839,-74.64172,2006,35,16,FALSE,FALSE
"12/06/2006","W","16:11","07/06/1984","F","MERCER","WEST WINDSOR TWP",0,0,2,"N"," ",NA,"N","US 1","ALEXANDER ROAD",40.32839,-74.64172,2006,22,16,FALSE,FALSE
"12/06/2006","W","17:00","06/17/1989","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 526","NEW VILLAGE ROAD",40.27483,-74.61038,2006,17,17,FALSE,FALSE
"12/06/2006","W","17:00","06/09/1956","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 526","NEW VILLAGE ROAD",40.27483,-74.61038,2006,50,17,FALSE,FALSE
"12/06/2006","W","17:56","04/29/1961","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","SHERBROOKE DRIVE",40.3135,-74.61969,2006,45,17,FALSE,FALSE
"12/06/2006","W","17:56","07/31/1965","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","SHERBROOKE DRIVE",40.3135,-74.61969,2006,41,17,FALSE,FALSE
"12/06/2006","W","18:21","11/16/1965","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","SLAYBACK ROAD",40.29802,-74.60153,2006,41,18,FALSE,FALSE
"12/07/2006","TH","16:51","10/25/1956","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","CR571",40.31736,-74.62045,2006,50,16,TRUE,FALSE
"12/07/2006","TH","16:51","07/10/1942","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","CR571",40.31736,-74.62045,2006,64,16,TRUE,FALSE
"12/07/2006","TH","16:51","04/05/1964","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","CR571",40.31736,-74.62045,2006,42,16,TRUE,FALSE
"01/30/2006","M","05:16","09/04/1988","F","MERCER","WEST WINDSOR TWP",0,1,1,"N","N",NA,"N","NJ 64","CR 571",40.32002,-74.62339,2006,17,5,FALSE,FALSE
"12/08/2006","F","16:48","10/29/1956","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","MEADOW ROAD",40.3124,-74.66097,2006,50,16,FALSE,FALSE
"12/08/2006","F","16:48","08/15/1965","F","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","MEADOW ROAD",40.3124,-74.66097,2006,41,16,FALSE,FALSE
"12/08/2006","F","16:48","02/28/1961","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","MEADOW ROAD",40.3124,-74.66097,2006,45,16,FALSE,FALSE
"01/30/2006","M","10:15","07/30/1974","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","LAWRENCE SQUARE VILLAGE BOULEVARD",40.27941,-74.67083,2006,31,10,FALSE,FALSE
"01/30/2006","M","10:15","07/24/1985","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","LAWRENCE SQUARE VILLAGE BOULEVARD",40.27941,-74.67083,2006,20,10,FALSE,FALSE
"12/10/2006","S","10:19","10/05/1960","F","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","CR 533",40.30794,-74.66638,2006,46,10,FALSE,FALSE
"12/10/2006","S","10:19","04/28/1958","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","CR 533",40.30794,-74.66638,2006,48,10,FALSE,FALSE
"12/10/2006","S","10:19","10/30/1968","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","CR 533",40.30794,-74.66638,2006,38,10,FALSE,FALSE
"12/10/2006","S","23:15","03/18/1988","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","FISHER PLACE",40.33476,-74.63398,2006,18,23,FALSE,FALSE
"12/11/2006","M","16:44","10/28/1969","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 533",40.30656,-74.66805,2006,37,16,FALSE,FALSE
"12/11/2006","M","16:44","08/23/1956","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 533",40.30656,-74.66805,2006,50,16,FALSE,FALSE
"12/11/2006","M","17:05","11/25/1978","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ALEXANDER ROAD",40.32742,-74.64287,2006,28,17,FALSE,FALSE
"12/11/2006","M","17:05","09/25/1969","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ALEXANDER ROAD",40.32742,-74.64287,2006,37,17,FALSE,FALSE
"12/11/2006","M","17:53","12/24/1968","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"Y","ALEXANDER RD","ROSZEL ROAD",40.32146,-74.63723,2006,37,17,FALSE,FALSE
"12/11/2006","M","17:53","09/03/1972","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"Y","ALEXANDER RD","ROSZEL ROAD",40.32146,-74.63723,2006,34,17,FALSE,FALSE
"12/11/2006","M","17:53","02/09/1965","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 571","RT 64",40.32002,-74.62339,2006,41,17,FALSE,FALSE
"12/11/2006","M","17:53","11/18/1954","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 571","RT 64",40.32002,-74.62339,2006,52,17,FALSE,FALSE
"12/12/2006","TU","18:26","08/19/1947","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30996,-74.66393,2006,59,18,TRUE,FALSE
"12/12/2006","TU","18:26","02/22/1952","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30996,-74.66393,2006,54,18,TRUE,FALSE
"01/30/2006","M","14:10","10/24/1969","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","NORTH POST ROAD",40.30416,-74.63239,2006,36,14,FALSE,FALSE
"01/30/2006","M","14:10","04/30/1960","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","NORTH POST ROAD",40.30416,-74.63239,2006,45,14,FALSE,FALSE
"12/13/2006","W","15:28","03/06/1988","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","",40.29804,-74.67833,2006,18,15,FALSE,FALSE
"01/30/2006","M","15:06","11/11/1929","F","MERCER","WEST WINDSOR TWP",0,2,2,"N","N",NA,"N","ROUTE 533","QUAKERBRIDGE MALL ROAD",40.29397,-74.67821,2006,76,15,FALSE,FALSE
"01/30/2006","M","15:06","06/28/1958","F","MERCER","WEST WINDSOR TWP",0,2,2,"N","N",NA,"N","ROUTE 533","QUAKERBRIDGE MALL ROAD",40.29397,-74.67821,2006,47,15,FALSE,FALSE
"12/14/2006","TH","12:14","08/06/1969","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 571","LAWN BOULEVAED",40.29566,-74.59681,2006,37,12,TRUE,FALSE
"01/30/2006","M","17:17","02/12/1988","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","ALEXANDER ROAD",40.31151,-74.61917,2006,17,17,FALSE,FALSE
"01/30/2006","M","17:17","09/27/1942","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","ALEXANDER ROAD",40.31151,-74.61917,2006,63,17,FALSE,FALSE
"12/15/2006","F","07:48","12/18/1973","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 535","CR 526",40.25746,-74.61978,2006,33,7,FALSE,FALSE
"12/15/2006","F","07:48","01/25/1969","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 535","CR 526",40.25746,-74.61978,2006,37,7,FALSE,FALSE
"12/15/2006","F","17:38","03/07/1974","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CAMEGIE BOULEVAED",40.31932,-74.65262,2006,32,17,FALSE,FALSE
"12/15/2006","F","17:38","          ","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CAMEGIE BOULEVAED",40.31932,-74.65262,2006,NA,17,FALSE,FALSE
"12/15/2006","F","18:14","09/10/1951","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","CR 615",40.3268,-74.63197,2006,55,18,FALSE,FALSE
"12/15/2006","F","18:14","11/17/1958","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","CR 615",40.3268,-74.63197,2006,48,18,FALSE,FALSE
"12/16/2006","SA","19:10","12/28/1964","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","MERCER COUNTY 638","JAMIE BROOKS LANE",40.2997,-74.64053,2006,41,19,FALSE,TRUE
"12/16/2006","SA","19:10","07/17/1988","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","MERCER COUNTY 638","JAMIE BROOKS LANE",40.2997,-74.64053,2006,18,19,FALSE,TRUE
"12/16/2006","SA","20:15","09/22/1956","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","MEADOW ROAD",40.30975,-74.66419,2006,50,20,FALSE,TRUE
"12/17/2006","S","12:24","08/27/1952","M","MERCER","WEST WINDSOR TWP",0,1,1,"N","N",NA,"N","US 1","NASSAU PARK BLVD.",40.30656,-74.66805,2006,54,12,FALSE,FALSE
"12/18/2006","M","19:01","03/23/1988","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","MERCER COUNTY 615","SUNNYDALE WAY",40.31751,-74.61534,2006,18,19,FALSE,FALSE
"12/18/2006","M","19:29","08/02/1956","F","MERCER","WEST WINDSOR TWP",0,1,1,"Y","Y","0.22","N","ROUTE 571","ALEXANDER ROAD",40.31208,-74.61933,2006,50,19,FALSE,FALSE
"12/19/2006","TU","17:31","06/23/1979","M","MERCER","WEST WINDSOR TWP",0,0,2,"N"," ",NA,"N","US 1","FISHER PLACE",40.33358,-74.63539,2006,27,17,TRUE,FALSE
"12/19/2006","TU","17:31","11/09/1971","F","MERCER","WEST WINDSOR TWP",0,0,2,"N"," ",NA,"N","US 1","FISHER PLACE",40.33358,-74.63539,2006,35,17,TRUE,FALSE
"12/20/2006","W","19:36","01/08/1968","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 615","RABBIT HILL ROAD",40.31204,-74.59756,2006,38,19,FALSE,FALSE
"12/22/2006","F","14:21","10/06/1962","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","QUAKERBRIDGE RD. (C.R. 533)",40.2973,-74.67923,2006,44,14,FALSE,FALSE
"12/22/2006","F","14:21","08/23/1952","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","QUAKERBRIDGE RD. (C.R. 533)",40.2973,-74.67923,2006,54,14,FALSE,FALSE
"12/22/2006","F","17:44","01/04/1964","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","ROSZEL RD",40.32249,-74.63856,2006,42,17,FALSE,FALSE
"12/22/2006","F","17:44","08/21/1975","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","ROSZEL RD",40.32249,-74.63856,2006,31,17,FALSE,FALSE
"12/22/2006","F","17:44","07/14/1951","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","ALEXANDER RD","ROSZEL RD",40.32249,-74.63856,2006,55,17,FALSE,FALSE
"12/22/2006","F","18:04","06/18/1979","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30762,-74.66677,2006,27,18,FALSE,FALSE
"12/22/2006","F","18:04","05/04/1964","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30762,-74.66677,2006,42,18,FALSE,FALSE
"12/24/2006","S","21:47","06/02/1986","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","VILLAGE RD W.","N. POST RD.",40.2837,-74.64161,2006,20,21,FALSE,FALSE
"12/26/2006","TU","07:05","05/16/1979","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","NJ 64","WASHINGTON RD. ST",40.32041,-74.62286,2006,27,7,TRUE,FALSE
"12/27/2006","W","16:26","11/11/1982","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","HARRISON ST RT 629",40.33667,-74.63167,2006,24,16,FALSE,FALSE
"12/27/2006","W","16:26","01/01/1945","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","HARRISON ST RT 629",40.33667,-74.63167,2006,62,16,FALSE,FALSE
"12/27/2006","W","16:26","02/03/1987","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N",NA,"N","US 1","HARRISON ST RT 629",40.33667,-74.63167,2006,19,16,FALSE,FALSE
"12/29/2006","F","15:49","07/12/1979","M","MERCER","WEST WINDSOR TWP",0,0,2,"Y","N",NA,"N","ROUTE 571","DELEWARE & RARITAN CANAL",40.33863,-74.64723,2006,27,15,FALSE,FALSE
"12/29/2006","F","15:49","01/16/1961","F","MERCER","WEST WINDSOR TWP",0,0,2,"Y","N",NA,"N","ROUTE 571","DELEWARE & RARITAN CANAL",40.33863,-74.64723,2006,45,15,FALSE,FALSE
"12/29/2006","F","16:32","01/07/1988","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","LANWIN BLVD",40.29531,-74.59498,2006,18,16,FALSE,FALSE
"12/29/2006","F","16:32","08/24/1961","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","LANWIN BLVD",40.29531,-74.59498,2006,45,16,FALSE,FALSE
"12/29/2006","F","17:49","09/05/1985","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","MERCER COUNTY 638","MEADOW RD",40.29439,-74.6587,2006,21,17,FALSE,FALSE
"12/30/2006","SA","08:54","03/12/1960","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 571","CRANBURY RD.",40.31739,-74.62007,2006,46,8,FALSE,TRUE
"12/30/2006","SA","08:54","06/22/1973","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 571","CRANBURY RD.",40.31739,-74.62007,2006,33,8,FALSE,TRUE
"12/30/2006","SA","20:11","08/31/1988","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 571","U.S. ROUTE 1",40.33873,-74.64735,2006,18,20,FALSE,TRUE
"01/31/2006","TU","19:47","09/03/1973","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","GLENVIEW DRIVE",40.33053,-74.64888,2006,32,19,TRUE,FALSE
